"","deploymentID","cluster_id","round","week","habitat","cluster","treatment","date","sequenceID","commonName","Snow.cover","Camouflage.mismatch","Interaction_with_lure","deploy_date","interaction","delta_date","n","diff","diff_days","cam_effort","mammal"
"124","R3-W14OC3B","R3-W14OC3","R3","W14","O","C3","B","2022-04-18","3ee08a73df4c75b7a508eb5a78bf5198","Hooded Crow",100,"Mismatch","False","2022-04-04",0,14,1,NA,14,15,0
"125","R3-W14OC3C","R3-W14OC3","R3","W14","O","C3","C","2022-04-19","4b76db101226a33149591878d4d33823","Human",NA,"","False","2022-04-04",0,15,0,NA,15,15,0
"126","R3-W14OC3W","R3-W14OC3","R3","W14","O","C3","W","2022-04-19","437878d9d3776cbea3c42949a8224238","Human",NA,"","False","2022-04-04",0,15,0,NA,15,15,0
"127","R4-W16CC1B","R4-W16CC1","R4","W16","C","C1","B","2022-05-02","1d6f0f63de02741db70cee29bb13cf39","Domestic Dog",0,"Match","False","2022-04-20",0,12,1,NA,12,13,1
"128","R4-W16CC1C","R4-W16CC1","R4","W16","C","C1","C","2022-04-25","2dcc1586ff1ba5af03e1a0b1f9685f45","Domestic Cat",0,"","False","2022-04-20",0,5,1,NA,5,13,1
"129","R4-W16CC1C","R4-W16CC1","R4","W16","C","C1","C","2022-04-28","6622e290400620e51492210f5eb37edf","Domestic Cat",0,"","False","2022-04-20",0,8,1,3,3,13,1
"130","R4-W16CC1C","R4-W16CC1","R4","W16","C","C1","C","2022-04-28","b61d0a5963341815b97cbfddd9594d95","Domestic Cat",0,"","False","2022-04-20",0,8,1,0,0,13,1
"131","R4-W16CC1C","R4-W16CC1","R4","W16","C","C1","C","2022-04-30","51cb038b36ee2f932d8d0c0ee26192a3","Domestic Cat",0,"","False","2022-04-20",0,10,1,2,2,13,1
"132","R4-W16CC1C","R4-W16CC1","R4","W16","C","C1","C","2022-04-30","dbf24f9d4890f811aae79cfcd5cd003b","European Badger",0,"","False","2022-04-20",0,10,1,0,0,13,1
"133","R4-W16CC1W","R4-W16CC1","R4","W16","C","C1","W","2022-04-30","74a60a7bb1d5736779484983a6bc5ca9","European Badger",0,"Mismatch","False","2022-04-20",0,10,1,NA,10,13,1
"134","R4-W16CC1W","R4-W16CC1","R4","W16","C","C1","W","2022-05-01","420cf45fe3bf7fc5e4a2228ec61c08e8","European Badger",0,"Mismatch","False","2022-04-20",0,11,1,1,1,13,1
"135","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-21","22801e4579f57c4602bbf1e96b4619b8","Red Fox",0,"Match","False","2022-04-20",0,1,1,NA,1,13,1
"136","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-25","94c67c77d20857ca32210764c32a5a07","Domestic Cat",0,"Match","False","2022-04-20",0,5,1,4,4,13,1
"137","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-25","ac3ada31453ed4b7a8d23bc64638f767","Domestic Cat",0,"Match","False","2022-04-20",0,5,1,0,0,13,1
"138","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-29","6ae13951035c4e68032bc5bf75092bfc","Domestic Cat",0,"Match","False","2022-04-20",0,9,1,4,4,13,1
"139","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-29","9e3d497671464db763273102cf901ac9","Domestic Cat",0,"Match","False","2022-04-20",0,9,1,0,0,13,1
"140","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-04-30","86e457b781ecfb85109f21cfdb1000e9","Domestic Cat",0,"Match","False","2022-04-20",0,10,1,1,1,13,1
"141","R4-W16CC2B","R4-W16CC2","R4","W16","C","C2","B","2022-05-02","be5ffad86b76a16caa9199dd1bcddfe1","Domestic Cat",0,"Match","False","2022-04-20",0,12,1,2,2,13,1
"142","R4-W16CC2C","R4-W16CC2","R4","W16","C","C2","C","2022-04-29","944c9b4860108e8ae2514765476599b3","Domestic Cat",0,"","False","2022-04-20",0,9,1,NA,9,13,1
"143","R4-W16CC2W","R4-W16CC2","R4","W16","C","C2","W","2022-05-03","62829f1cfaa26fa4937f4a72f95c7dd5","Human",NA,"","False","2022-04-20",0,13,0,NA,13,13,0
"144","R4-W16CC3B","R4-W16CC3","R4","W16","C","C3","B","2022-04-23","82ee2bfed082df8279eb9aa29fe0c582","Red Fox",0,"Match","False","2022-04-20",0,3,1,NA,3,13,1
"145","R4-W16CC3C","R4-W16CC3","R4","W16","C","C3","C","2022-04-22","45278465b49afadab0a5b0e068398f7f","Hooded Crow",0,"","False","2022-04-20",0,2,1,NA,2,13,0
"146","R4-W16CC3C","R4-W16CC3","R4","W16","C","C3","C","2022-04-22","b2089ce1110f16df3a53461137216083","Hooded Crow",0,"","False","2022-04-20",0,2,1,0,0,13,0
"147","R4-W16CC3W","R4-W16CC3","R4","W16","C","C3","W","2022-05-03","5e32cfbf244ecd0241a0d01572b1d383","Human",NA,"","False","2022-04-20",0,13,0,NA,13,13,0
"148","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-04-28","6f63a86afddeea9598d7f184712ab5bf","Short-eared Owl",0,"Match","False","2022-04-19",0,9,1,NA,9,5,0
"149","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-04-28","94f8e1ff777bdae4c5e08b8147fe379c","Hooded Crow",0,"Match","False","2022-04-19",0,9,3,0,0,5,0
"150","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-04-29","880dad58ee5322bf9469fddf7778ca6d","Hooded Crow",0,"Match","False","2022-04-19",0,10,1,1,1,5,0
"151","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-04-30","00e0ec4e48543ff43f4e6666795d93f6","Hooded Crow",0,"Match","False","2022-04-19",0,11,1,1,1,5,0
"152","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-04-30","f34cf534e0875ad4087bd07be08ef65d","Hooded Crow",0,"Match","False","2022-04-19",0,11,2,0,0,5,0
"153","R4-W16OC1B","R4-W16OC1","R4","W16","O","C1","B","2022-05-01","02eafb0788108de5d1457329dddf7353","Hooded Crow",0,"Match","False","2022-04-19",0,12,2,1,1,5,0
"154","R4-W16OC1C","R4-W16OC1","R4","W16","O","C1","C","2022-04-28","972f6ebac02fdba0310e64304bba619f","Hooded Crow",0,"","False","2022-04-19",0,9,1,NA,9,4,0
"155","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-19","0187af4f4e3c7c685d3ce7c3a4e7ddc7","Hooded Crow",80,"Match","False","2022-04-19",0,0,1,NA,0,3,0
"156","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-19","96e33775f56670b44dc8fdd036d1bc77","Hooded Crow",80,"Match","False","2022-04-19",0,0,1,0,0,3,0
"157","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-29","358d31e44ec6d40fa4246aa42850d80d","Hooded Crow",0,"Mismatch","False","2022-04-19",0,10,2,10,10,3,0
"158","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-30","fb3f5a21d0d82496a61e313ca45eeae6","Hooded Crow",0,"Mismatch","False","2022-04-19",0,11,2,1,1,3,0
"159","R4-W16OC2B","R4-W16OC2","R4","W16","O","C2","B","2022-05-02","e784c8614802c6222a6a9e58122eee4e","Human",NA,"","False","2022-04-19",0,13,0,NA,13,2,0
"160","R4-W16OC2C","R4-W16OC2","R4","W16","O","C2","C","2022-05-02","261847c6db072b45b562eaf848d9cb2a","Human",NA,"","False","2022-04-19",0,13,0,NA,13,1,0
"161","R4-W16OC2W","R4-W16OC2","R4","W16","O","C2","W","2022-05-02","9063b4afe52a8eb5f525566de7422d6f","Human",NA,"","False","2022-04-19",0,13,0,NA,13,2,0
"162","R4-W16OC3B","R4-W16OC3","R4","W16","O","C3","B","2022-05-02","543a9969de5142d7ebd462481f740891","Human",NA,"","False","2022-04-19",0,13,0,NA,13,1,0
"163","R4-W16OC3C","R4-W16OC3","R4","W16","O","C3","C","2022-05-02","5262fa1c62845f64f661e3e7fbb36307","Human",NA,"","False","2022-04-19",0,13,0,NA,13,2,0
"164","R4-W16OC3W","R4-W16OC3","R4","W16","O","C3","W","2022-05-02","8febaf4b4237144338cc708b0e12208d","Human",NA,"","False","2022-04-19",0,13,0,NA,13,2,0
"165","R5-W18CC1B","R5-W18CC1","R5","W18","C","C1","B","2022-05-07","85cf08b2314d283faca27cb15de3f78a","Domestic Cat",0,"Match","False","2022-05-03",0,4,1,NA,4,13,1
"166","R5-W18CC1B","R5-W18CC1","R5","W18","C","C1","B","2022-05-14","e93d11ed2292fbca13b9aedebf3489e6","Domestic Dog",0,"Match","False","2022-05-03",0,11,1,7,7,13,1
"167","R5-W18CC1C","R5-W18CC1","R5","W18","C","C1","C","2022-05-16","6acda69de04382894099ef68c09f43f7","Human",NA,"","False","2022-05-03",0,13,0,NA,13,13,0
"168","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-06","2d64fa0a8796f63d34f4a9a55ffd2ea2","Domestic Cat",0,"Mismatch","False","2022-05-03",0,3,1,NA,3,13,1
"169","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-06","a0203553fdfdf82e560ca2e0d9bed1b1","European Badger",0,"Mismatch","False","2022-05-03",0,3,1,0,0,13,1
"170","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-12","c57666a44f1767a18fe6ba2cdc15ad58","European Badger",0,"Mismatch","False","2022-05-03",0,9,1,6,6,13,1
"171","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-15","4fe4fb0f1fc0c95b68c765d896916ff0","Domestic Cat",0,"Mismatch","False","2022-05-03",0,12,1,3,3,13,1
"172","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-16","2ee53e5bf156a8ce5b1a10a6d51cee14","Domestic Cat",0,"Mismatch","False","2022-05-03",0,13,1,1,1,13,1
"173","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-16","65f490cc5765e7237eacf576b2f23ebc","Domestic Cat",0,"Mismatch","False","2022-05-03",0,13,1,0,0,13,1
"174","R5-W18CC2B","R5-W18CC2","R5","W18","C","C2","B","2022-05-16","fa6323877fc5ab1a635e006e45567194","Human",NA,"","False","2022-05-03",0,13,0,NA,13,13,0
"175","R5-W18CC2C","R5-W18CC2","R5","W18","C","C2","C","2022-05-09","7ca0bad896bb4c288b111e64de26b40f","Domestic Dog",0,"","False","2022-05-03",0,6,1,NA,6,13,1
"176","R5-W18CC2C","R5-W18CC2","R5","W18","C","C2","C","2022-05-13","0a83de179de3e025791715d729bd5053","Domestic Cat",0,"","False","2022-05-03",0,10,1,4,4,13,1
"177","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","7903f89be9a42ba47105d2e1f4cbc9b8","Domestic Cat",0,"Mismatch","False","2022-05-03",0,4,1,NA,4,13,1
"178","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","7903f89be9a42ba47105d2e1f4cbc9b8","Domestic Cat",0,"Mismatch","True","2022-05-03",1,4,1,0,0,13,1
"179","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","877720965e30c52be9a8d7d0ce4363a9","Domestic Cat",0,"Mismatch","False","2022-05-03",0,4,1,0,0,13,1
"180","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","877720965e30c52be9a8d7d0ce4363a9","Domestic Cat",0,"Mismatch","True","2022-05-03",1,4,1,0,0,13,1
"181","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-09","9b07176769396f2278b5c3be0ddedb52","Domestic Dog",0,"Mismatch","False","2022-05-03",0,6,1,2,2,13,1
"182","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-12","a6eaa0f682bd6537e5768a499c798375","Domestic Cat",0,"Mismatch","False","2022-05-03",0,9,1,3,3,13,1
"183","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-13","673b8c33af136015d775e00c65b78f8f","Domestic Cat",0,"Mismatch","False","2022-05-03",0,10,1,1,1,13,1
"184","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-14","5e94d6698e3103d6228b53302970d553","Domestic Cat",0,"Mismatch","False","2022-05-03",0,11,1,1,1,13,1
"185","R5-W18CC3B","R5-W18CC3","R5","W18","C","C3","B","2022-05-16","b95ce5854545fd42d1af01e97521e759","Human",NA,"","False","2022-05-03",0,13,0,NA,13,13,0
"186","R5-W18CC3C","R5-W18CC3","R5","W18","C","C3","C","2022-05-04","db436fa8881d68632ed6c685156e9aaa","Hooded Crow",0,"","False","2022-05-03",0,1,1,NA,1,13,0
"187","R5-W18CC3W","R5-W18CC3","R5","W18","C","C3","W","2022-05-09","380369dc8faa9d457edcbd180d127619","European Badger",0,"Mismatch","False","2022-05-03",0,6,1,NA,6,13,1
