"","deploymentID","cluster_id","round","week","habitat","cluster","treatment","date.x","sequenceID","commonName","Snow.cover","Interaction_with_lure","interaction","delta_date","n","diff","diff_days","cam_effort","mammal","event","X","deploy_date","date.y","tot_time","down_time","Camouflage.mismatch","cxh"
"107","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-29","358d31e44ec6d40fa4246aa42850d80d","Hooded Crow",0,"False",0,10,2,10,10,3,0,1,66,"2022-04-19","2022-05-02",13,10,"Mismatch","Mismatch O"
"108","R4-W16OC1W","R4-W16OC1","R4","W16","O","C1","W","2022-04-30","fb3f5a21d0d82496a61e313ca45eeae6","Hooded Crow",0,"False",0,11,2,1,1,3,0,1,66,"2022-04-19","2022-05-02",13,10,"Mismatch","Mismatch O"
"109","R4-W16OC2B","R4-W16OC2","R4","W16","O","C2","B","2022-05-02","e784c8614802c6222a6a9e58122eee4e","Human",NA,"False",0,13,0,NA,13,2,0,1,67,"2022-04-19","2022-05-02",13,11,"Mismatch","Mismatch O"
"110","R4-W16OC2W","R4-W16OC2","R4","W16","O","C2","W","2022-05-02","9063b4afe52a8eb5f525566de7422d6f","Human",NA,"False",0,13,0,NA,13,2,0,1,69,"2022-04-19","2022-05-02",13,11,"Mismatch","Mismatch O"
"111","R4-W16OC3B","R4-W16OC3","R4","W16","O","C3","B","2022-05-02","543a9969de5142d7ebd462481f740891","Human",NA,"False",0,13,0,NA,13,1,0,1,70,"2022-04-19","2022-05-02",13,12,"Match","Match O"
"112","R4-W16OC3W","R4-W16OC3","R4","W16","O","C3","W","2022-05-02","8febaf4b4237144338cc708b0e12208d","Human",NA,"False",0,13,0,NA,13,2,0,1,72,"2022-04-19","2022-05-02",13,11,"Match","Match O"
"113","R5-W18CC1B","R5-W18CC1","R5","W18","C","C1","B","2022-05-07","85cf08b2314d283faca27cb15de3f78a","Domestic Cat",0,"False",0,4,1,NA,4,13,1,1,73,"2022-05-03","2022-05-16",13,0,"Match","Match C"
"114","R5-W18CC1B","R5-W18CC1","R5","W18","C","C1","B","2022-05-14","e93d11ed2292fbca13b9aedebf3489e6","Domestic Dog",0,"False",0,11,1,7,7,13,1,1,73,"2022-05-03","2022-05-16",13,0,"Match","Match C"
"115","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-06","2d64fa0a8796f63d34f4a9a55ffd2ea2","Domestic Cat",0,"False",0,3,1,NA,3,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"116","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-06","a0203553fdfdf82e560ca2e0d9bed1b1","European Badger",0,"False",0,3,1,0,0,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"117","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-12","c57666a44f1767a18fe6ba2cdc15ad58","European Badger",0,"False",0,9,1,6,6,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"118","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-15","4fe4fb0f1fc0c95b68c765d896916ff0","Domestic Cat",0,"False",0,12,1,3,3,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"119","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-16","2ee53e5bf156a8ce5b1a10a6d51cee14","Domestic Cat",0,"False",0,13,1,1,1,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"120","R5-W18CC1W","R5-W18CC1","R5","W18","C","C1","W","2022-05-16","65f490cc5765e7237eacf576b2f23ebc","Domestic Cat",0,"False",0,13,1,0,0,13,1,1,75,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"121","R5-W18CC2B","R5-W18CC2","R5","W18","C","C2","B","2022-05-16","fa6323877fc5ab1a635e006e45567194","Human",NA,"False",0,13,0,NA,13,13,0,1,76,"2022-05-03","2022-05-16",13,0,"Match","Match C"
"122","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","7903f89be9a42ba47105d2e1f4cbc9b8","Domestic Cat",0,"False",0,4,1,NA,4,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"123","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","7903f89be9a42ba47105d2e1f4cbc9b8","Domestic Cat",0,"True",1,4,1,0,0,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"124","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","877720965e30c52be9a8d7d0ce4363a9","Domestic Cat",0,"False",0,4,1,0,0,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"125","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-07","877720965e30c52be9a8d7d0ce4363a9","Domestic Cat",0,"True",1,4,1,0,0,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"126","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-09","9b07176769396f2278b5c3be0ddedb52","Domestic Dog",0,"False",0,6,1,2,2,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"127","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-12","a6eaa0f682bd6537e5768a499c798375","Domestic Cat",0,"False",0,9,1,3,3,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"128","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-13","673b8c33af136015d775e00c65b78f8f","Domestic Cat",0,"False",0,10,1,1,1,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"129","R5-W18CC2W","R5-W18CC2","R5","W18","C","C2","W","2022-05-14","5e94d6698e3103d6228b53302970d553","Domestic Cat",0,"False",0,11,1,1,1,13,1,1,78,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
"130","R5-W18CC3B","R5-W18CC3","R5","W18","C","C3","B","2022-05-16","b95ce5854545fd42d1af01e97521e759","Human",NA,"False",0,13,0,NA,13,13,0,1,79,"2022-05-03","2022-05-16",13,0,"Match","Match C"
"131","R5-W18CC3W","R5-W18CC3","R5","W18","C","C3","W","2022-05-09","380369dc8faa9d457edcbd180d127619","European Badger",0,"False",0,6,1,NA,6,13,1,1,81,"2022-05-03","2022-05-16",13,0,"Mismatch","Mismatch C"
